regulation_id,threshold_id,requirement_id,metric,operator,value,value_upper,unit,condition_context,consequence,threshold_type
APS-112,APS-112-THR-126,APS-112-REQ-052,risk_weight,==,50.0,,percent,"{""exposure_type"": ""covered_bond"", ""credit_rating_grade"": ""4_or_5""}",ADI may apply a 50 per cent risk weight to rated covered bond exposures with credit rating grade 4 or 5.,informational
APS-112,APS-112-THR-127,APS-112-REQ-052,risk_weight,==,100.0,,percent,"{""exposure_type"": ""covered_bond"", ""credit_rating_grade"": ""6""}",ADI may apply a 100 per cent risk weight to rated covered bond exposures with credit rating grade 6.,informational
APS-112,APS-112-THR-128,APS-112-REQ-053,bank_assets_in_cover_pool,<=,15.0,,percent,"{""exposure_type"": ""covered_bond"", ""asset_type"": ""bank_loans_or_guarantees"", ""condition"": ""eligibility_for_Table_9_risk_weights""}",Bank assets in the cover pool cannot exceed 15 per cent of the cover pool for Table 9 risk weights to apply.,maximum
APS-112,APS-112-THR-129,APS-112-REQ-053,LVR,<=,80.0,,percent,"{""exposure_type"": ""covered_bond"", ""asset_type"": ""residential_property_in_cover_pool"", ""condition"": ""eligibility_for_Table_9_risk_weights""}",Residential property exposures in the cover pool must have LVR ≤80% for Table 9 risk weights to apply.,maximum
APS-112,APS-112-THR-130,APS-112-REQ-053,LVR,<=,60.0,,percent,"{""exposure_type"": ""covered_bond"", ""asset_type"": ""commercial_property_in_cover_pool"", ""condition"": ""eligibility_for_Table_9_risk_weights""}",Commercial property exposures in the cover pool must have LVR ≤60% for Table 9 risk weights to apply.,maximum
APS-112,APS-112-THR-051,APS-112-REQ-052,risk_weight,==,20.0,,percent,"{""exposure_type"": ""general_corporate"", ""rating_type"": ""long-term"", ""credit_rating_grade"": 1}",ADI applies 20% risk weight to rated general corporate exposure at grade 1,informational
APS-112,APS-112-THR-052,APS-112-REQ-052,risk_weight,==,50.0,,percent,"{""exposure_type"": ""general_corporate"", ""rating_type"": ""long-term"", ""credit_rating_grade"": 2}",ADI applies 50% risk weight to rated general corporate exposure at grade 2,informational
APS-112,APS-112-THR-053,APS-112-REQ-052,risk_weight,==,75.0,,percent,"{""exposure_type"": ""general_corporate"", ""rating_type"": ""long-term"", ""credit_rating_grade"": 3}",ADI applies 75% risk weight to rated general corporate exposure at grade 3,informational
APS-112,APS-112-THR-054,APS-112-REQ-052,risk_weight,==,100.0,,percent,"{""exposure_type"": ""general_corporate"", ""rating_type"": ""long-term"", ""credit_rating_grade"": 4}",ADI applies 100% risk weight to rated general corporate exposure at grade 4,informational
APS-112,APS-112-THR-055,APS-112-REQ-052,risk_weight,==,150.0,,percent,"{""exposure_type"": ""general_corporate"", ""rating_type"": ""long-term"", ""credit_rating_grade"": ""5 or 6""}",ADI applies 150% risk weight to rated general corporate exposure at grades 5 or 6,informational
APS-112,APS-112-THR-056,APS-112-REQ-053,risk_weight,==,20.0,,percent,"{""exposure_type"": ""general_corporate"", ""rating_type"": ""short-term"", ""credit_rating_grade"": 1}",ADI applies 20% risk weight to short-term rated general corporate exposure at grade 1,informational
APS-112,APS-112-THR-057,APS-112-REQ-053,risk_weight,==,50.0,,percent,"{""exposure_type"": ""general_corporate"", ""rating_type"": ""short-term"", ""credit_rating_grade"": 2}",ADI applies 50% risk weight to short-term rated general corporate exposure at grade 2,informational
APS-112,APS-112-THR-058,APS-112-REQ-053,risk_weight,==,100.0,,percent,"{""exposure_type"": ""general_corporate"", ""rating_type"": ""short-term"", ""credit_rating_grade"": 3}",ADI applies 100% risk weight to short-term rated general corporate exposure at grade 3,informational
APS-112,APS-112-THR-059,APS-112-REQ-053,risk_weight,==,150.0,,percent,"{""exposure_type"": ""general_corporate"", ""rating_type"": ""short-term"", ""credit_rating_grade"": 4}",ADI applies 150% risk weight to short-term rated general corporate exposure at grade 4,informational
APS-112,APS-112-THR-060,APS-112-REQ-054,risk_weight,==,150.0,,percent,"{""exposure_type"": ""general_corporate"", ""rating_type"": ""short-term"", ""credit_rating_grade"": 4, ""applies_to"": ""all_unrated_exposures_to_same_counterparty""}",All unrated exposures to the counterparty (short-term or long-term) must be risk-weighted at 150%,informational
APS-112,APS-112-THR-061,APS-112-REQ-055,total_consolidated_annual_revenue,<=,75.0,,AUD_million,"{""exposure_type"": ""SME"", ""applies_to"": ""corporate_counterparty_or_group""}",Exposure qualifies as SME exposure,maximum
APS-112,APS-112-THR-062,APS-112-REQ-055,exposure_amount,<=,5.0,,AUD_million,"{""exposure_type"": ""SME"", ""condition"": ""revenue_cannot_be_determined""}",ADI may treat the exposure as SME where revenue cannot be determined,maximum
APS-112,APS-112-THR-063,APS-112-REQ-056,risk_weight,==,75.0,,percent,"{""exposure_type"": ""SME_retail"", ""rating"": ""unrated""}",ADI applies 75% risk weight to unrated SME retail exposures,informational
APS-112,APS-112-THR-064,APS-112-REQ-056,risk_weight,==,85.0,,percent,"{""exposure_type"": ""SME_corporate"", ""rating"": ""unrated""}",ADI applies 85% risk weight to unrated SME corporate exposures,informational
APS-112,APS-112-THR-065,APS-112-REQ-057,aggregated_exposure,<=,1.5,,AUD_million,"{""exposure_type"": ""SME_retail"", ""applies_to"": ""maximum_aggregated_exposure_to_SME_counterparty_or_group""}",Exposure qualifies for SME retail risk weight of 75%,maximum
APS-112,APS-112-THR-066,APS-112-REQ-058,risk_weight,==,100.0,,percent,"{""exposure_type"": ""general_corporate"", ""rating"": ""unrated"", ""SME"": false, ""option"": ""flat_rate""}",ADI applies 100% risk weight to all unrated non-SME general corporate exposures under the flat-rate option,informational
APS-112,APS-112-THR-067,APS-112-REQ-058,risk_weight,==,85.0,,percent,"{""exposure_type"": ""general_corporate"", ""rating"": ""unrated"", ""SME"": false, ""grade"": ""investment_grade"", ""option"": ""APRA_approved_methodology""}",ADI applies 85% risk weight to investment grade unrated non-SME general corporate exposures,informational
APS-112,APS-112-THR-068,APS-112-REQ-058,risk_weight,==,110.0,,percent,"{""exposure_type"": ""general_corporate"", ""rating"": ""unrated"", ""SME"": false, ""grade"": ""non_investment_grade"", ""option"": ""APRA_approved_methodology""}",ADI applies 110% risk weight to non-investment grade unrated non-SME general corporate exposures,informational
APS-112,APS-112-THR-069,APS-112-REQ-059,risk_weight,==,110.0,,percent,"{""exposure_type"": ""specialised_lending"", ""sub_class"": ""project_finance"", ""rating"": ""unrated""}",ADI applies 110% risk weight to unrated project finance exposures,informational
APS-112,APS-112-THR-070,APS-112-REQ-059,risk_weight,==,100.0,,percent,"{""exposure_type"": ""specialised_lending"", ""sub_class"": ""object_and_commodities_finance"", ""rating"": ""unrated""}",ADI applies 100% risk weight to unrated object and commodities finance exposures,informational
APS-112,APS-112-THR-071,APS-112-REQ-060,risk_weight,==,75.0,,percent,"{""exposure_type"": ""retail"", ""product_type"": ""credit_card""}",ADI applies 75% risk weight to credit card retail exposures,informational
APS-112,APS-112-THR-072,APS-112-REQ-060,risk_weight,==,100.0,,percent,"{""exposure_type"": ""retail"", ""product_type"": ""other_retail""}",ADI applies 100% risk weight to other retail exposures,informational
APS-112,APS-112-THR-073,APS-112-REQ-061,risk_weight,==,20.0,,percent,"{""exposure_type"": ""margin_lending"", ""collateral"": ""eligible_financial_collateral""}",ADI applies 20% risk weight to margin lending exposures secured by eligible financial collateral,informational
APS-112,APS-112-THR-074,APS-112-REQ-061,risk_weight,==,100.0,,percent,"{""exposure_type"": ""margin_lending"", ""collateral"": ""other_collateral""}",ADI applies 100% risk weight to margin lending exposures secured by other collateral,informational
APS-112,APS-112-THR-075,APS-112-REQ-062,risk_weight,==,150.0,,percent,"{""exposure_type"": ""subordinated_debt"", ""condition"": ""not_deducted_from_regulatory_capital""}",ADI applies 150% risk weight to subordinated debt not deducted from regulatory capital,informational
APS-112,APS-112-THR-076,APS-112-REQ-063,risk_weight,==,250.0,,percent,"{""exposure_type"": ""equity"", ""listing_status"": ""listed_on_recognised_exchange_or_banking_insurance_subsidiary_Level1"", ""condition"": ""not_deducted_from_regulatory_capital""}",ADI applies 250% risk weight to listed equity exposures not deducted from regulatory capital,informational
APS-112,APS-112-THR-077,APS-112-REQ-063,risk_weight,==,400.0,,percent,"{""exposure_type"": ""equity"", ""listing_status"": ""not_listed_on_recognised_exchange"", ""condition"": ""not_deducted_from_regulatory_capital""}",ADI applies 400% risk weight to unlisted equity exposures not deducted from regulatory capital,informational
APS-112,APS-112-THR-078,APS-112-REQ-064,risk_weight,==,100.0,,percent,"{""exposure_type"": ""lease_residual_value"", ""aggregate_residual_value_band"": ""up_to_10_percent_of_Tier1_capital""}",ADI applies 100% risk weight to the portion of aggregate residual value up to 10% of Tier 1 capital,informational
APS-112,APS-112-THR-079,APS-112-REQ-064,aggregate_residual_value_as_pct_of_Tier1_capital,<=,10.0,,percent,"{""exposure_type"": ""lease_residual_value"", ""risk_weight_applied"": 100}",Portion of aggregate residual value up to 10% of Tier 1 capital attracts 100% risk weight,informational
APS-112,APS-112-THR-080,APS-112-REQ-064,risk_weight,==,250.0,,percent,"{""exposure_type"": ""lease_residual_value"", ""aggregate_residual_value_band"": ""above_10_percent_of_Tier1_capital""}",ADI applies 250% risk weight to the portion of aggregate residual value exceeding 10% of Tier 1 capital,informational
APS-112,APS-112-THR-081,APS-112-REQ-065,risk_weight,==,150.0,,percent,"{""exposure_type"": ""third_party_originated"", ""conditions"": [""no_credit_assessment"", ""no_workout_administration"", ""no_direct_recourse""]}",ADI applies 150% risk weight to all qualifying third-party originated exposures,informational
APS-112,APS-112-THR-082,APS-112-REQ-066,risk_weight,==,0.0,,percent,"{""exposure_type"": ""cash_owned_and_held_or_in_transit""}",ADI applies 0% risk weight to cash owned and held at the ADI or in transit,informational
APS-112,APS-112-THR-083,APS-112-REQ-066,risk_weight,==,0.0,,percent,"{""exposure_type"": ""gold_bullion"", ""condition"": ""held_at_ADI_or_allocated_basis_backed_by_gold_bullion_liabilities""}",ADI applies 0% risk weight to qualifying gold bullion holdings,informational
APS-112,APS-112-THR-084,APS-112-REQ-066,risk_weight,==,20.0,,percent,"{""exposure_type"": ""cash_items_in_process_of_collection""}",ADI applies 20% risk weight to cash items in the process of collection,informational
APS-112,APS-112-THR-085,APS-112-REQ-066,risk_weight,==,100.0,,percent,"{""exposure_type"": ""investments_in_premises_plant_equipment_and_fixed_assets""}","ADI applies 100% risk weight to investments in premises, plant and equipment and all other fixed assets",informational
APS-112,APS-112-THR-086,APS-112-REQ-066,risk_weight,==,100.0,,percent,"{""exposure_type"": ""all_other_exposures_not_specified_elsewhere""}",ADI applies 100% risk weight to all other exposures not specified elsewhere,informational
APS-112,APS-112-THR-087,APS-112-REQ-067,risk_weight_multiplier,==,1.5,,multiplier,"{""exposure_type"": ""retail_or_residential_property"", ""borrower_type"": ""individual"", ""condition"": ""unhedged_currency_mismatch"", ""origination_date"": ""after_1_January_2023""}",ADI applies 1.5x multiplier to the applicable risk weight for qualifying unhedged currency mismatch exposures,informational
APS-112,APS-112-THR-088,APS-112-REQ-068,hedge_coverage,>=,90.0,,percent,"{""exposure_type"": ""retail_or_residential_property"", ""hedge_type"": ""natural_or_financial""}",Exposure may be treated as hedged and the 1.5x currency mismatch multiplier does not apply,minimum
APS-112,APS-112-THR-089,APS-112-REQ-069,CCF,==,100.0,,percent,"{""transaction_type"": ""direct_credit_substitutes""}",ADI applies 100% CCF to direct credit substitutes before risk-weighting,informational
APS-112,APS-112-THR-090,APS-112-REQ-069,CCF,==,100.0,,percent,"{""transaction_type"": ""sale_and_repurchase_agreements_and_asset_sales_with_recourse""}",ADI applies 100% CCF to sale and repurchase agreements and asset sales with recourse,informational
APS-112,APS-112-THR-091,APS-112-REQ-069,CCF,==,100.0,,percent,"{""transaction_type"": ""lending_or_posting_of_securities_as_collateral""}",ADI applies 100% CCF to lending of securities or posting of securities as collateral,informational
APS-112,APS-112-THR-092,APS-112-REQ-069,CCF,==,100.0,,percent,"{""transaction_type"": ""forward_asset_purchases_forward_deposits_partly_paid_shares_and_securities""}","ADI applies 100% CCF to forward asset purchases, forward deposits and partly paid shares and securities",informational
APS-112,APS-112-THR-093,APS-112-REQ-069,CCF,==,100.0,,percent,"{""transaction_type"": ""other_off_balance_sheet_credit_substitutes""}",ADI applies 100% CCF to other off-balance sheet items that are credit substitutes,informational
APS-112,APS-112-THR-094,APS-112-REQ-069,CCF,==,100.0,,percent,"{""transaction_type"": ""unsettled_securities_commodities_forex_at_settlement_date""}","ADI applies 100% CCF to unsettled securities, commodities and foreign exchange transactions accounted for at settlement date",informational
APS-112,APS-112-THR-095,APS-112-REQ-069,CCF,==,100.0,,percent,"{""transaction_type"": ""other_commitments_with_certain_drawdown""}",ADI applies 100% CCF to other commitments with certain drawdown,informational
APS-112,APS-112-THR-096,APS-112-REQ-069,CCF,==,50.0,,percent,"{""transaction_type"": ""note_issuance_and_revolving_underwriting_facilities""}",ADI applies 50% CCF to note issuance and revolving underwriting facilities,informational
APS-112,APS-112-THR-097,APS-112-REQ-069,CCF,==,50.0,,percent,"{""transaction_type"": ""performance_related_contingencies""}",ADI applies 50% CCF to performance-related contingencies,informational
APS-112,APS-112-THR-098,APS-112-REQ-069,CCF,==,40.0,,percent,"{""transaction_type"": ""other_commitments""}",ADI applies 40% CCF to other commitments,informational
APS-112,APS-112-THR-099,APS-112-REQ-069,CCF,==,20.0,,percent,"{""transaction_type"": ""short_term_self_liquidating_trade_letters_of_credit"", ""maturity"": ""less_than_12_months""}",ADI applies 20% CCF to short-term self-liquidating trade letters of credit arising from the movement of goods,informational
APS-112,APS-112-THR-100,APS-112-REQ-069,CCF,==,0.0,,percent,"{""transaction_type"": ""intraday_limits""}",ADI applies 0% CCF to intraday limits,informational
APS-112,APS-112-THR-101,APS-112-REQ-069,CCF,==,0.0,,percent,"{""transaction_type"": ""irrevocable_standby_commitments_under_industry_support_arrangements""}",ADI applies 0% CCF to irrevocable standby commitments under industry support arrangements,informational
APS-112,APS-112-THR-102,APS-112-REQ-071,risk_weight,==,100.0,,percent,"{""transaction_type"": ""DvP_unsettled"", ""business_days_after_settlement"": ""5_to_15""}",ADI applies 100% risk weight to DvP transactions unsettled for 5 to 15 business days after settlement date,informational
APS-112,APS-112-THR-103,APS-112-REQ-071,risk_weight,==,625.0,,percent,"{""transaction_type"": ""DvP_unsettled"", ""business_days_after_settlement"": ""16_to_30""}",ADI applies 625% risk weight to DvP transactions unsettled for 16 to 30 business days after settlement date,informational
APS-112,APS-112-THR-104,APS-112-REQ-071,risk_weight,==,937.5,,percent,"{""transaction_type"": ""DvP_unsettled"", ""business_days_after_settlement"": ""31_to_45""}",ADI applies 937.5% risk weight to DvP transactions unsettled for 31 to 45 business days after settlement date,informational
APS-112,APS-112-THR-105,APS-112-REQ-071,risk_weight,==,1250.0,,percent,"{""transaction_type"": ""DvP_unsettled"", ""business_days_after_settlement"": ""46_or_more""}",ADI applies 1250% risk weight to DvP transactions unsettled for 46 or more business days after settlement date,informational
APS-112,APS-112-THR-106,APS-112-REQ-072,risk_weight,==,1250.0,,percent,"{""transaction_type"": ""non_DvP_failed"", ""condition"": ""from_five_business_days_after_payment_or_delivery_until_extinction""}",ADI applies 1250% risk weight to the value transferred plus positive current exposure amount for non-DvP failed transactions from five business days after payment/delivery until extinction,informational
APS-112,APS-112-THR-101,APS-112-REQ-101,risk_weight_non_material_equity,==,100.0,,percent,"{""exposure_type"": ""equity"", ""materiality"": ""not_material"", ""consistency"": ""all_such_exposures_risk_weighted_consistently""}",A 100 per cent risk weight is applied to all non-material equity exposures where the ADI elects this option.,informational
APS-112,APS-112-THR-102,APS-112-REQ-102,risk_weight_defaulted_residential,==,80.0,,percent,"{""loan_type"": ""owner_occupied_principal_and_interest"", ""LMI"": true, ""status"": ""defaulted""}",An 80 per cent risk weight applies to defaulted owner-occupied P&I exposures with LMI.,informational
APS-112,APS-112-THR-103,APS-112-REQ-102,risk_weight_defaulted_residential,==,100.0,,percent,"{""loan_type"": ""owner_occupied_principal_and_interest"", ""LMI"": false, ""status"": ""defaulted""}",A 100 per cent risk weight applies to defaulted owner-occupied P&I exposures without LMI.,informational
APS-112,APS-112-THR-104,APS-112-REQ-102,risk_weight_defaulted_residential,==,95.0,,percent,"{""loan_type"": ""other_standard_residential"", ""LMI"": true, ""status"": ""defaulted""}",A 95 per cent risk weight applies to defaulted other standard residential property exposures with LMI.,informational
APS-112,APS-112-THR-105,APS-112-REQ-102,risk_weight_defaulted_residential,==,120.0,,percent,"{""loan_type"": ""other_standard_residential"", ""LMI"": false, ""status"": ""defaulted""}",A 120 per cent risk weight applies to defaulted other standard residential property exposures without LMI.,informational
APS-112,APS-112-THR-106,APS-112-REQ-102,risk_weight_defaulted_residential,==,150.0,,percent,"{""loan_type"": ""non_standard"", ""status"": ""defaulted""}",A 150 per cent risk weight applies to defaulted non-standard residential loan exposures.,informational
APS-112,APS-112-THR-107,APS-112-REQ-103,risk_weight_defaulted_other,==,100.0,,percent,"{""exposure_type"": ""non_residential_defaulted"", ""provision_ratio"": "">=20_percent_of_outstanding""}",A 100 per cent risk weight applies where provisions are at least 20 per cent of the outstanding defaulted exposure amount.,informational
APS-112,APS-112-THR-108,APS-112-REQ-103,risk_weight_defaulted_other,==,150.0,,percent,"{""exposure_type"": ""non_residential_defaulted"", ""provision_ratio"": ""<20_percent_of_outstanding""}",A 150 per cent risk weight applies where provisions are less than 20 per cent of the outstanding defaulted exposure amount.,informational
APS-112,APS-112-THR-109,APS-112-REQ-103,provision_ratio_threshold,>=,20.0,,percent,"{""exposure_type"": ""non_residential_defaulted"", ""metric_description"": ""provisions_as_percent_of_outstanding_exposure""}","If provisions are at or above 20 per cent of outstanding exposure, a 100 per cent risk weight applies; below this threshold, 150 per cent applies.",minimum
APS-112,APS-112-THR-110,APS-112-REQ-118,collateral_revaluation_frequency,<=,6.0,,months,"{""approach"": ""simple"", ""collateral_type"": ""received_collateral""}",Received collateral must be marked-to-market and revalued at least every six months to be recognised under the simple approach.,maximum
APS-112,APS-112-THR-111,APS-112-REQ-119,risk_weight_floor_simple_approach,>=,20.0,,percent,"{""approach"": ""simple"", ""portion"": ""collateral_secured"", ""exception"": ""paragraphs_18_to_20_conditions_not_met""}",The risk weight on the collateral-secured portion of an exposure under the simple approach must not fall below 20 per cent unless specific exceptions apply.,minimum
APS-112,APS-112-THR-112,APS-112-REQ-120,risk_weight_same_currency_cash_collateral,==,0.0,,percent,"{""approach"": ""simple"", ""collateral_type"": ""cash_on_deposit"", ""currency_match"": true}",A zero per cent risk weight may be applied where the exposure and cash collateral are in the same currency.,informational
APS-112,APS-112-THR-113,APS-112-REQ-120,sovereign_collateral_market_value_discount,==,20.0,,percent,"{""approach"": ""simple"", ""collateral_type"": ""sovereign_securities_zero_risk_weight"", ""currency_match"": true}",Sovereign securities eligible for zero per cent risk weight must have their market value discounted by 20 per cent to qualify for zero per cent risk weight treatment.,informational
APS-112,APS-112-THR-114,APS-112-REQ-121,risk_weight_qualifying_SFT,==,10.0,,percent,"{""approach"": ""simple"", ""transaction_type"": ""SFT"", ""conditions_met"": ""paragraphs_19a_to_19h"", ""counterparty"": ""non_core_market_participant""}",Qualifying SFTs may be risk-weighted at 10 per cent where the counterparty is not a core market participant.,informational
APS-112,APS-112-THR-115,APS-112-REQ-121,risk_weight_qualifying_SFT_core_market_participant,==,0.0,,percent,"{""approach"": ""simple"", ""transaction_type"": ""SFT"", ""conditions_met"": ""paragraphs_19a_to_19h"", ""counterparty"": ""core_market_participant""}",Qualifying SFTs may be risk-weighted at zero per cent where the counterparty is a core market participant as defined in paragraph 20.,informational
APS-112,APS-112-THR-116,APS-112-REQ-124,remargin_to_liquidation_days,<=,4.0,,business_days,"{""transaction_type"": ""SFT"", ""event"": ""counterparty_failure_to_remargin"", ""measurement"": ""time_from_last_mark_to_market_to_collateral_liquidation""}","If the time between the last mark-to-market before failure to remargin and liquidation of collateral exceeds four business days, the SFT does not qualify for the reduced risk weight under paragraph 19.",maximum
APS-112,APS-112-THR-101,APS-112-REQ-101,original_maturity_of_collateral_lodgement,>=,12.0,,months,"{""condition"": ""maturity_mismatch_exists"", ""description"": ""Collateral with maturity mismatch may only be recognised if original maturity of lodgement meets this threshold""}",Collateral with a maturity mismatch is only eligible for recognition if original maturity of lodgement is at least 12 months,minimum
APS-112,APS-112-THR-102,APS-112-REQ-101,residual_maturity_of_collateral_lodgement,>=,3.0,,months,"{""condition"": ""maturity_mismatch_exists"", ""description"": ""Collateral with maturity mismatch may only be recognised if residual maturity meets this threshold""}",Collateral with a maturity mismatch is only eligible for recognition if residual maturity is at least 3 months,minimum
APS-112,APS-112-THR-103,APS-112-REQ-103,supervisory_haircut_sovereign_grade1_leq1yr,==,0.5,,percent,"{""collateral_type"": ""sovereign"", ""credit_rating_grade"": ""1"", ""residual_maturity"": ""<=1 year""}",ADI must apply 0.5% haircut to sovereign debt securities rated grade 1 with residual maturity up to 1 year,informational
APS-112,APS-112-THR-104,APS-112-REQ-103,supervisory_haircut_sovereign_grade1_1to3yr,==,2.0,,percent,"{""collateral_type"": ""sovereign"", ""credit_rating_grade"": ""1"", ""residual_maturity"": "">1 year, <=3 years""}",ADI must apply 2% haircut to sovereign debt securities rated grade 1 with residual maturity >1 to 3 years,informational
APS-112,APS-112-THR-105,APS-112-REQ-103,supervisory_haircut_sovereign_grade1_3to5yr,==,4.0,,percent,"{""collateral_type"": ""sovereign"", ""credit_rating_grade"": ""1"", ""residual_maturity"": "">3 years, <=5 years""}",ADI must apply 4% haircut to sovereign debt securities rated grade 1 with residual maturity >3 to 5 years,informational
APS-112,APS-112-THR-106,APS-112-REQ-103,supervisory_haircut_sovereign_grade1_5to10yr,==,6.0,,percent,"{""collateral_type"": ""sovereign"", ""credit_rating_grade"": ""1"", ""residual_maturity"": "">5 years, <=10 years""}",ADI must apply 6% haircut to sovereign debt securities rated grade 1 with residual maturity >5 to 10 years,informational
APS-112,APS-112-THR-107,APS-112-REQ-103,supervisory_haircut_sovereign_grade1_gt10yr,==,12.0,,percent,"{""collateral_type"": ""sovereign"", ""credit_rating_grade"": ""1"", ""residual_maturity"": "">10 years""}",ADI must apply 12% haircut to sovereign debt securities rated grade 1 with residual maturity >10 years,informational
APS-112,APS-112-THR-108,APS-112-REQ-103,supervisory_haircut_other_issuer_grade1_leq1yr,==,1.0,,percent,"{""collateral_type"": ""other_issuer"", ""credit_rating_grade"": ""1"", ""residual_maturity"": ""<=1 year""}",ADI must apply 1% haircut to other issuer debt securities rated grade 1 with residual maturity up to 1 year,informational
APS-112,APS-112-THR-109,APS-112-REQ-103,supervisory_haircut_other_issuer_grade1_1to3yr,==,3.0,,percent,"{""collateral_type"": ""other_issuer"", ""credit_rating_grade"": ""1"", ""residual_maturity"": "">1 year, <=3 years""}",ADI must apply 3% haircut to other issuer debt securities rated grade 1 with residual maturity >1 to 3 years,informational
APS-112,APS-112-THR-110,APS-112-REQ-103,supervisory_haircut_other_issuer_grade1_3to5yr,==,6.0,,percent,"{""collateral_type"": ""other_issuer"", ""credit_rating_grade"": ""1"", ""residual_maturity"": "">3 years, <=5 years""}",ADI must apply 6% haircut to other issuer debt securities rated grade 1 with residual maturity >3 to 5 years,informational
APS-112,APS-112-THR-111,APS-112-REQ-103,supervisory_haircut_other_issuer_grade1_5to10yr,==,12.0,,percent,"{""collateral_type"": ""other_issuer"", ""credit_rating_grade"": ""1"", ""residual_maturity"": "">5 years, <=10 years""}",ADI must apply 12% haircut to other issuer debt securities rated grade 1 with residual maturity >5 to 10 years,informational
APS-112,APS-112-THR-112,APS-112-REQ-103,supervisory_haircut_other_issuer_grade1_gt10yr,==,20.0,,percent,"{""collateral_type"": ""other_issuer"", ""credit_rating_grade"": ""1"", ""residual_maturity"": "">10 years""}",ADI must apply 20% haircut to other issuer debt securities rated grade 1 with residual maturity >10 years,informational
APS-112,APS-112-THR-113,APS-112-REQ-103,supervisory_haircut_securitisation_grade1_leq1yr,==,2.0,,percent,"{""collateral_type"": ""securitisation_exposure"", ""credit_rating_grade"": ""1"", ""residual_maturity"": ""<=1 year""}",ADI must apply 2% haircut to securitisation exposures rated grade 1 with residual maturity up to 1 year,informational
APS-112,APS-112-THR-114,APS-112-REQ-103,supervisory_haircut_securitisation_grade1_1to3yr,==,8.0,,percent,"{""collateral_type"": ""securitisation_exposure"", ""credit_rating_grade"": ""1"", ""residual_maturity"": "">1 year, <=3 years""}",ADI must apply 8% haircut to securitisation exposures rated grade 1 with residual maturity >1 to 3 years,informational
APS-112,APS-112-THR-115,APS-112-REQ-103,supervisory_haircut_securitisation_grade1_3to5yr,==,16.0,,percent,"{""collateral_type"": ""securitisation_exposure"", ""credit_rating_grade"": ""1"", ""residual_maturity"": "">3 years, <=5 years""}",ADI must apply 16% haircut to securitisation exposures rated grade 1 with residual maturity >3 to 5 years,informational
APS-112,APS-112-THR-116,APS-112-REQ-103,supervisory_haircut_sovereign_grade23_leq1yr,==,1.0,,percent,"{""collateral_type"": ""sovereign"", ""credit_rating_grade"": ""2-3"", ""residual_maturity"": ""<=1 year""}",ADI must apply 1% haircut to sovereign debt securities rated grade 2-3 with residual maturity up to 1 year,informational
APS-112,APS-112-THR-117,APS-112-REQ-103,supervisory_haircut_sovereign_grade23_1to3yr,==,4.0,,percent,"{""collateral_type"": ""sovereign"", ""credit_rating_grade"": ""2-3"", ""residual_maturity"": "">1 year, <=3 years""}",ADI must apply 4% haircut to sovereign debt securities rated grade 2-3 with residual maturity >1 to 3 years,informational
APS-112,APS-112-THR-118,APS-112-REQ-103,supervisory_haircut_sovereign_grade23_3to5yr,==,6.0,,percent,"{""collateral_type"": ""sovereign"", ""credit_rating_grade"": ""2-3"", ""residual_maturity"": "">3 years, <=5 years""}",ADI must apply 6% haircut to sovereign debt securities rated grade 2-3 with residual maturity >3 to 5 years,informational
APS-112,APS-112-THR-119,APS-112-REQ-103,supervisory_haircut_sovereign_grade23_5to10yr,==,12.0,,percent,"{""collateral_type"": ""sovereign"", ""credit_rating_grade"": ""2-3"", ""residual_maturity"": "">5 years, <=10 years""}",ADI must apply 12% haircut to sovereign debt securities rated grade 2-3 with residual maturity >5 to 10 years,informational
APS-112,APS-112-THR-120,APS-112-REQ-103,supervisory_haircut_sovereign_grade23_gt10yr,==,20.0,,percent,"{""collateral_type"": ""sovereign"", ""credit_rating_grade"": ""2-3"", ""residual_maturity"": "">10 years""}",ADI must apply 20% haircut to sovereign debt securities rated grade 2-3 with residual maturity >10 years,informational
APS-112,APS-112-THR-121,APS-112-REQ-103,supervisory_haircut_other_issuer_grade23_leq1yr,==,2.0,,percent,"{""collateral_type"": ""other_issuer"", ""credit_rating_grade"": ""2-3 and unrated bank"", ""residual_maturity"": ""<=1 year""}",ADI must apply 2% haircut to other issuer debt securities rated grade 2-3 or unrated bank with residual maturity up to 1 year,informational
APS-112,APS-112-THR-122,APS-112-REQ-103,supervisory_haircut_other_issuer_grade23_1to3yr,==,3.0,,percent,"{""collateral_type"": ""other_issuer"", ""credit_rating_grade"": ""2-3 and unrated bank"", ""residual_maturity"": "">1 year, <=3 years""}",ADI must apply 3% haircut to other issuer debt securities rated grade 2-3 or unrated bank with residual maturity >1 to 3 years,informational
APS-112,APS-112-THR-123,APS-112-REQ-103,supervisory_haircut_other_issuer_grade23_3to5yr,==,6.0,,percent,"{""collateral_type"": ""other_issuer"", ""credit_rating_grade"": ""2-3 and unrated bank"", ""residual_maturity"": "">3 years, <=5 years""}",ADI must apply 6% haircut to other issuer debt securities rated grade 2-3 or unrated bank with residual maturity >3 to 5 years,informational
